Cement Amount  (kg/m³),CaO_C,SiO2_C,Al2O3_C,Sp.Gr_C,Silica Fume (kg/m³),CaO_SF,SiO2_SF,Al2O3_SF,Sp.Gr_SF,Flayash Amount   (kg/m³),CaO_FA,SiO2_FA,Al2O3_FA,Sp.Gr_FA,Limestone Powder  (kg/m3),CaO_LP,SiO2_LP,Al2O3_LP,Sp.Gr_LP,Quartzpowder (kg/m3),CaO_QP,SiO2_QP,Al2O3_QP,Sp.Gr_QP,Glass powder (kg/m3),CaO_GP,SiO2_GP,Al2O3_GP,Rice husk ash (kg/m3),CaO_RH,SiO2_RH,Al2O3_RH,Sp.Gr_RH,Metakaolin (kg/m³),CaO_MK,SiO2_MK,Al2O3_MK,Sp.Gr_MK,GGBFS  (kg/m³),CaO_GGBFS,SiO2_GGBFS,Al2O3_GGBFS,Sp.Gr_GGBFS,Slag Amount   (kg/m³),CaO_S,SiO2_S,Al2O3_S,Sp.Gr_S,Filler (kg/m³),Type of Filler,Sand Amount  (kg/m³),Max Size (mm),d50 _(mm),Type of Fiber,Amount / Quantity of Fiber,Length (mm),Diameter (mm),Synergetic Type of Fiber,Amount / Quantity of Fiber .1,Length (mm).1,Diameter (mm).1,Water _Amount  _(kg/m³),Superplasticizer  Amount  (kg/m³),Curing,Temperature (o C),Specimen Size
664.0,62.92,20.1,5.62,3.095097159940209,195.0,0.49,92.26,0.89,2.264394973070018,166.0,27.0,42.1,19.4,2.5021542857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1030.0,7.0,0.0,4,234.0,6.0,0.15,0,0.0,0,0.0,151.0,38.0,2,100.0,7
1100.0,64.35,22.0,5.64,3.095097159940209,165.0,0.41,86.75,0.41,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,741.06,4.0,0.31,1,157.0,13.0,0.22,0,0.0,0,0.0,253.0,12.65,0,22.0,1
960.0,59.25,24.86,3.74,3.095097159940209,250.0,0.23,98.87,0.01,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,960.0,12.0,0.0,11,192.0,13.0,0.18,0,0.0,0,0.0,240.0,28.0,0,20.0,11
888.0,61.74,20.8,4.82,3.095097159940209,222.0,1.54,96.9,0.29,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.8,5,976.8,9.0,0.0,4,156.0,13.0,0.2,0,0.0,0,0.0,226.44,35.52,24,20.0,1
900.0,64.35,22.0,5.64,3.095097159940209,220.0,0.6184246823956443,94.77242156074014,0.6051049504950495,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1005.0,9.0,0.0,8,157.0,25.0,0.2,0,0.0,0,0.0,163.0,40.0,23,90.0,9
960.0,64.48,21.41,5.43,3.095097159940209,288.0,1.5,96.3,0.54,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,960.0,4.0,0.44,9,156.0,13.0,0.2,0,0.0,0,0.0,224.64,17.47,0,22.0,0
680.0,63.56,19.3,5.57,3.095097159940209,260.0,0.49,92.26,0.89,2.264394973070018,170.0,27.0,42.1,19.4,2.5021542857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,999.0,23.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,170.0,45.0,12,210.0,1
960.0,64.48,21.41,5.43,3.095097159940209,288.0,1.5,96.3,0.54,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,960.0,4.0,0.44,9,234.0,13.0,0.2,0,0.0,0,0.0,249.6,17.47,0,22.0,0
788.5,61.33,21.01,6.4,3.15,197.1,0.38,96.0,0.25,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.6,5,867.4,3.0,0.25,7,79.0,30.0,0.3,2,2.0,8,0.03,160.3,52.6,2,90.0,1
972.0,63.19232142857143,20.94610227272727,4.926579545454546,3.095097159940209,271.5,0.6184246823956443,94.77242156074014,0.6051049504950495,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.48,0.4984183673469388,99.01520737327186,0.2273469387755102,2.694193548387096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1049.76,10.0,0.0,4,39.0,10.0,0.12,0,0.0,0,0.0,223.83,24.3,2,90.0,3
741.0,62.9,21.0,4.15,3.095097159940209,185.0,1.54,96.9,0.29,2.264394973070018,0.0,0.0,0.0,0.0,0.0,129.5,63.150527777777775,3.1099459459459453,0.5255949367088609,2.6236363636363644,129.5,0.4984183673469388,99.01520737327186,0.2273469387755102,2.694193548387096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,815.0,1.0,0.51,4,151.0,13.0,0.2,0,0.0,0,0.0,185.0,9.0,0,30.0,1
800.0,62.92,20.1,5.62,3.095097159940209,150.0,0.49,92.26,0.89,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,34.2,39.66,12.94,2.897951807228916,0.0,0.0,0.0,0.0,0.0,0.0,0,500.0,18.0,0.0,10,20.0,18.0,0.02,0,0.0,0,0.0,230.0,25.0,0,0.0,18
1280.0,64.15,20.11,5.07,3.15,320.0,0.6184246823956443,95.25,0.6051049504950495,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,310.0,7.0,0.6,1,64.0,12.7,0.2,0,0.0,0,0.0,320.0,38.22,1,90.0,9
657.0,64.7,18.7,6.3,3.095097159940209,119.0,0.4,93.1,0.9,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.0,40.0,35.0,12.0,2.897951807228916,0.0,0.0,0.0,0.0,0.0,0.0,0,1051.0,29.0,0.27,0,0.0,0.0,0.0,0,0.0,0,0.0,185.0,40.0,1,90.0,27
700.0,64.93,19.2,4.18,3.095097159940209,50.0,0.36,94.65,0.25,2.264394973070018,150.0,7.5,46.44,37.9693,2.5021542857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1104.0,6.0,0.4,5,39.0,13.0,0.2,0,0.0,0,0.0,180.0,30.0,0,20.0,0
920.0,66.45,17.84,4.26,3.1,92.0,0.0,88.2,2.22,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.15999999999985,0.97,88.09279999999998,0.19,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1012.0,6.0,0.26,0,0.0,0.0,0.0,0,0.0,0,0.0,239.2,19.14,0,20.0,24
693.0,62.0,20.9,4.6,3.14,133.2,0.4,93.6,1.3,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,0.4984183673469388,99.01520737327186,0.2273469387755102,2.694193548387096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1025.0,4.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,160.0,30.0,0,20.0,7
796.0,65.6,22.0,3.5,2.73,111.0,0.4,99.8,0.11,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,11.3,73.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,956.0,4.0,0.0,4,158.0,13.0,0.2,0,0.0,0,0.0,162.0,43.4,11,90.0,1
923.08,59.6,23.3,7.2,3.095097159940209,184.62,1.85,93.9,0.6051049504950495,2.264394973070018,92.31,8.63,42.52,32.62,2.5021542857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.62,5,1015.38,10.0,1.1,0,0.0,0.0,0.0,0,0.0,0,0.0,188.31,16.62,1,90.0,1
960.0,64.48,21.41,5.43,3.095097159940209,288.0,1.5,96.3,0.54,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,960.0,4.0,0.44,9,78.0,13.0,0.2,0,0.0,0,0.0,249.6,19.97,0,22.0,0
535.3,62.26,21.2,5.43,3.095097159940209,214.1,0.6,92.5,0.4,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.2,1,1177.5,2.0,0.45,2,120.0,13.0,0.2,0,0.0,0,0.0,184.0,24.5,2,80.0,0
801.0,65.6,22.0,3.5,2.73,111.0,0.4,99.8,0.11,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.38,99.8,0.11,2.7,111.0,11.3,73.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,961.0,4.0,0.0,4,158.0,13.0,0.2,0,0.0,0,0.0,163.0,43.6,4,23.0,1
890.0,64.3,22.3,3.4,3.15,169.0,0.3,96.9,0.2,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1016.0,4.0,0.0,1,119.0,13.0,0.2,0,0.0,0,0.0,180.0,59.0,5,90.0,1
787.5,62.0,20.9,4.6,3.14,177.6,0.4,93.6,1.3,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.0,0.4984183673469388,99.01520737327186,0.2273469387755102,2.694193548387096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,875.0,4.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,190.0,30.0,1,90.0,7
510.0,63.56,19.3,5.57,3.095097159940209,260.0,0.49,92.26,0.89,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,32.13,35.71,14.2,2.897951807228916,0.0,0.0,0.0,0.0,0.0,0.0,0,1038.0,23.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,170.0,45.0,2,90.0,1
1200.0,64.35,22.0,5.64,3.095097159940209,240.0,0.41,86.75,0.41,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,581.13,4.0,0.31,1,157.0,13.0,0.22,0,0.0,0,0.0,216.0,51.12,0,22.0,1
890.0,64.3,22.3,3.4,3.15,223.0,0.3,96.9,0.2,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,592.0,4.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,334.0,50.0,8,0.0,1
690.0,54.63,23.66,8.33,3.095097159940209,0.0,0.0,0.0,0.0,0.0,460.0,1.8025,53.0914,37.9693,2.5021542857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1150.0,8.0,0.0,4,152.0,13.0,0.2,0,0.0,0,0.0,207.0,17.25,0,20.0,0
720.0,62.12,19.69,5.16,3.15,80.0,0.45,90.36,0.71,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1422.9,22.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,160.0,29.6,0,22.0,1
874.9,63.71,20.27,4.8,3.095097159940209,43.7,0.6184246823956443,94.77242156074014,0.6051049504950495,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1098.4,10.0,0.4,4,156.0,13.0,0.2,0,0.0,0,0.0,202.1,45.9,0,21.0,0
448.8,65.6,22.0,3.5,2.73,104.0,0.4,99.8,0.11,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659.6999999999989,11.3,73.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,771.4,4.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,224.7,19.9,4,23.0,1
794.0,65.6,22.0,3.5,3.21,221.0,0.4,99.8,0.09,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,0.38,99.8,0.09,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,953.0,11,0.0,29.579999999999927,0.25,0,0.0,0.0,0.0,0,0.0,0,0.0,192.0,13.0,6,90.0,1
579.3,64.3,21.6,3.7,3.2,162.9,0.6,96.0,0.1,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.8,0.4984183673469388,99.01520737327186,0.2273469387755102,2.694193548387096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.2,39.7,37.8,8.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0,1029.6,9.0,0.17,4,78.0,9.0,0.15,0,0.0,0,0.0,216.5,7.4,3,65.0,0
475.0,62.49,21.18,4.73,3.11,264.0,1.85,93.9,0.6051049504950495,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.0,39.11,33.0,13.91,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0,1056.0,8.0,0.0,5,156.0,13.0,0.2,0,0.0,0,0.0,173.0,21.1,2,90.0,5
788.5,61.33,21.01,6.4,3.15,197.1,0.38,96.0,0.25,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.6,5,867.4,14.0,0.4,7,39.5,30.0,0.3,5,7.0,2,0.031,160.3,49.8,2,90.0,12
562.0,65.6,22.0,3.5,2.73,208.0,0.4,99.8,0.11,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.0,11.3,73.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,899.0,4.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,227.0,20.4,4,23.0,1
756.0,62.0,20.9,4.6,3.14,155.4,0.4,93.6,1.3,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,0.4984183673469388,99.01520737327186,0.2273469387755102,2.694193548387096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,850.0,4.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,200.0,30.0,1,90.0,7
580.0,76.2,11.8,1.88,3.095097159940209,73.95,0.43,97.2,0.0,2.264394973070018,406.0,18.0,35.8,14.0,2.5021542857142856,0.0,0.0,0.0,0.0,0.0,24.65,1.37,96.2,0.29,2.694193548387096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,464.0,20.0,0.75,21,157.2,20.0,0.2,0,0.0,0,0.0,152.83,21.69,0,23.0,13
726.0,67.3,22.5,2.0,3.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,0.03,98.5,0.5,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.63999999999942,0.87,58.1,35.14,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,789.0,3.0,0.25,0,0.0,0.0,0.0,0,0.0,0,0.0,196.9,23.1,0,20.0,0
473.0,65.6,22.0,3.5,3.095097159940209,219.0,0.4,99.8,0.11,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,0.38,99.8,0.11,2.7,316.0,11.3,73.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,947.0,4.0,0.25,0,0.0,0.0,0.0,0,0.0,0,0.0,191.0,13.0,0,20.0,1
580.0,76.2,11.8,1.88,3.095097159940209,73.95,0.43,97.2,0.0,2.264394973070018,406.0,18.0,35.8,14.0,2.5021542857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,464.0,20.0,0.75,15,19.5,18.0,0.2,0,0.0,0,0.0,152.83,21.69,0,23.0,13
862.8,60.26,15.43,7.99,3.095097159940209,215.7,1.2,92.74,1.12,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1078.5,15.0,0.0,1,156.0,19.0,0.16,0,0.0,0,0.0,169.5,32.4,0,0.0,0
960.0,59.25,24.86,3.74,3.095097159940209,240.0,0.23,98.87,0.01,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,960.0,29.579999999999927,0.26,1,192.0,13.0,0.18,0,0.0,0,0.0,227.0,24.0,0,20.0,0
480.0,64.7,20.4,4.7,3.13,96.0,0.63,87.67,0.28,2.25,384.0,4.77,54.88,26.89,2.5021542857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1152.0,8.0,0.0,4,156.0,13.0,0.2,0,0.0,0,0.0,153.6,33.6,0,20.0,0
600.0,62.92,20.1,5.62,3.13,150.0,0.49,92.26,0.89,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,34.2,39.66,12.94,2.897951807228916,0.0,0.0,0.0,0.0,0.0,170.0,12,500.0,26.0,0.1,23,19.4,18.0,0.024,0,0.0,0,0.0,256.0,25.0,0,20.0,1
579.3,64.3,21.6,3.7,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.8,0.4984183673469388,99.01520737327186,0.2273469387755102,2.694193548387096,0.0,0.0,0.0,0.0,139.15999999999985,0.9,87.4,0.31,2.19,0.0,0.0,0.0,0.0,0.0,183.2,39.7,37.8,8.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0,1029.6,9.0,0.17,4,78.0,9.0,0.15,0,0.0,0,0.0,216.5,7.34,3,90.0,0
788.5,61.33,21.01,6.4,3.15,197.1,0.38,96.0,0.25,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.6,5,867.4,3.0,0.25,1,118.5,19.5,0.2,2,6.0,5,0.03,160.3,52.6,2,90.0,1
608.0,65.6,22.0,3.5,2.73,158.0,0.4,99.8,0.11,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.38,99.8,0.11,2.7,547.0,11.3,73.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,684.0,4.0,0.0,4,158.0,13.0,0.2,0,0.0,0,0.0,194.0,31.6,4,23.0,1
1280.0,57.5,22.9,7.4,3.095097159940209,276.5,0.3,95.5,0.6051049504950495,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,321.4,55.2,0,20.0,18
