Cement Amount  (kg/m³),CaO_C,SiO2_C,Al2O3_C,Sp.Gr_C,Silica Fume (kg/m³),CaO_SF,SiO2_SF,Al2O3_SF,Sp.Gr_SF,Flayash Amount   (kg/m³),CaO_FA,SiO2_FA,Al2O3_FA,Sp.Gr_FA,Limestone Powder  (kg/m3),CaO_LP,SiO2_LP,Al2O3_LP,Sp.Gr_LP,Quartzpowder (kg/m3),CaO_QP,SiO2_QP,Al2O3_QP,Sp.Gr_QP,Glass powder (kg/m3),CaO_GP,SiO2_GP,Al2O3_GP,Rice husk ash (kg/m3),CaO_RH,SiO2_RH,Al2O3_RH,Sp.Gr_RH,Metakaolin (kg/m³),CaO_MK,SiO2_MK,Al2O3_MK,Sp.Gr_MK,GGBFS  (kg/m³),CaO_GGBFS,SiO2_GGBFS,Al2O3_GGBFS,Sp.Gr_GGBFS,Slag Amount   (kg/m³),CaO_S,SiO2_S,Al2O3_S,Sp.Gr_S,Filler (kg/m³),Type of Filler,Sand Amount  (kg/m³),Max Size (mm),d50 _(mm),Type of Fiber,Amount / Quantity of Fiber,Length (mm),Diameter (mm),Synergetic Type of Fiber,Amount / Quantity of Fiber .1,Length (mm).1,Diameter (mm).1,Water _Amount  _(kg/m³),Superplasticizer  Amount  (kg/m³),Curing,Temperature (o C),Specimen Size
888.0,61.74,20.8,4.82,3.095097159940209,222.0,1.54,96.9,0.29,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.8,5,976.8,9.0,0.0,4,156.0,13.0,0.2,0,0.0,0,0.0,244.2,35.52,24,20.0,1
900.0,64.38,21.08,5.36,3.15,158.4,1.87,89.22,1.2,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1548.0,4.0,0.35,0,0.0,0.0,0.0,0,0.0,0,0.0,180.0,12.69,0,20.0,1
972.0,63.19232142857143,20.94610227272727,4.926579545454546,3.095097159940209,271.5,0.6184246823956443,94.77242156074014,0.6051049504950495,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.48,0.4984183673469388,99.01520737327186,0.2273469387755102,2.694193548387096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1049.76,10.0,0.0,4,117.0,20.0,0.2,0,0.0,0,0.0,223.83,24.3,2,90.0,3
900.0,59.52,23.25,5.43,3.21,120.0,0.2,93.86,1.2,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.63999999999942,0.22,54.0,43.0,2.5290322580645155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,780.0,9.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,180.0,39.0,0,20.0,15
923.08,59.6,23.3,7.2,3.095097159940209,184.62,1.85,93.9,0.6051049504950495,2.264394973070018,92.31,8.63,42.52,32.62,2.5021542857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.62,5,1015.38,10.0,1.1,0,0.0,0.0,0.0,0,0.0,0,0.0,199.38,16.62,0,20.0,1
756.0,62.0,20.9,4.6,3.14,177.6,0.4,93.6,1.3,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,0.4984183673469388,99.01520737327186,0.2273469387755102,2.694193548387096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,825.0,4.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,180.0,30.0,1,90.0,7
890.0,64.3,22.3,3.4,3.15,178.0,0.3,96.9,0.2,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,939.0,4.0,0.0,1,119.0,13.0,0.2,0,0.0,0,0.0,214.0,50.0,5,90.0,1
498.0,62.92,20.1,5.62,3.095097159940209,141.0,0.49,92.26,0.89,2.264394973070018,249.0,27.0,42.1,19.4,2.5021542857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,34.2,39.66,12.94,2.897951807228916,0.0,0.0,0.0,0.0,0.0,0.0,0,1058.0,7.0,0.0,4,234.0,6.0,0.15,0,0.0,0,0.0,151.0,33.0,12,210.0,7
750.14,63.19232142857143,20.94610227272727,4.926579545454546,3.095097159940209,63.97,0.6184246823956443,95.25,0.6051049504950495,2.264394973070018,348.9,22.7,36.73,21.49,2.5021542857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1640.0,8.0,0.5,0,0.0,0.0,0.0,0,0.0,0,0.0,232.6,39.41,2,90.0,6
579.3,64.3,21.6,3.7,3.2,162.9,0.6,96.0,0.1,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.8,0.4984183673469388,99.01520737327186,0.2273469387755102,2.694193548387096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.2,39.7,37.8,8.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0,1029.6,9.0,0.17,4,78.0,9.0,0.15,0,0.0,0,0.0,216.5,7.4,3,90.0,0
800.0,62.49,21.18,4.73,3.11,267.0,1.85,93.9,0.6051049504950495,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1067.0,8.0,0.41,8,78.0,13.0,0.2,0,0.0,0,0.0,175.0,21.3,0,20.0,0
657.0,64.7,18.7,6.3,3.095097159940209,119.4,0.4,93.1,0.9,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.8,40.0,35.0,12.0,2.897951807228916,0.0,0.0,0.0,0.0,0.0,0.0,0,1050.0,9.0,0.28,2,157.0,13.0,0.2,0,0.0,0,0.0,180.93,12.66,0,20.0,1
794.0,65.6,22.0,3.5,3.21,221.0,0.4,99.8,0.09,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,0.38,99.8,0.09,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,953.0,11,0.0,29.579999999999927,0.25,0,0.0,0.0,0.0,0,0.0,0,0.0,192.0,13.0,0,20.0,1
840.0,59.52,23.25,5.43,3.21,120.0,0.2,93.86,1.2,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.22,54.0,43.0,2.5290322580645155,0.0,0.0,0.0,0.0,0.0,120.0,5.032542372881355,28.06915254237288,3.023050847457627,3.561558441558444,0.0,0,780.0,9.0,0.0,4,156.0,13.0,0.22,0,0.0,0,0.0,180.0,45.0,0,20.0,15
657.0,64.7,18.7,6.3,3.095097159940209,119.4,0.4,93.1,0.9,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.8,40.0,35.0,12.0,2.897951807228916,0.0,0.0,0.0,0.0,0.0,0.0,0,1050.0,9.0,0.28,2,157.0,13.0,0.2,0,0.0,0,0.0,180.93,12.66,25,90.0,1
752.0,62.92,20.1,5.62,3.13,282.0,0.49,92.26,0.89,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,34.2,39.66,12.94,2.897951807228916,0.0,0.0,0.0,0.0,0.0,0.0,0,1158.0,7.0,0.0,6,234.0,6.0,0.15,0,0.0,0,0.0,125.0,55.0,2,100.0,4
788.5,61.33,21.01,6.4,3.15,197.1,0.38,96.0,0.25,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.6,5,867.4,3.0,0.25,1,79.0,13.0,0.2,2,2.0,8,0.03,160.3,52.6,2,90.0,1
972.0,63.19232142857143,20.94610227272727,4.926579545454546,3.095097159940209,271.5,0.6184246823956443,94.77242156074014,0.6051049504950495,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.48,0.4984183673469388,99.01520737327186,0.2273469387755102,2.694193548387096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1049.76,10.0,0.0,4,39.0,13.0,0.3,0,0.0,0,0.0,223.83,24.3,2,90.0,3
780.8,64.3,21.6,3.7,3.2,162.9,0.6,96.0,0.1,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.8,0.4984183673469388,99.01520737327186,0.2273469387755102,2.694193548387096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1029.6,9.0,0.17,4,78.0,9.0,0.15,0,0.0,0,0.0,216.5,9.44,0,20.0,0
612.4,63.71,20.27,4.8,3.095097159940209,43.7,0.6184246823956443,94.77242156074014,0.6051049504950495,2.264394973070018,0.0,0.0,0.0,0.0,0.0,262.5,63.150527777777775,3.1099459459459453,1.0,2.6236363636363644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1098.4,10.0,0.4,4,156.0,13.0,0.2,0,0.0,0,0.0,202.1,45.9,0,21.0,0
580.0,76.2,11.8,1.88,3.095097159940209,73.95,0.43,97.2,0.0,2.264394973070018,406.0,18.0,35.8,14.0,2.5021542857142856,0.0,0.0,0.0,0.0,0.0,24.65,1.37,96.2,0.29,2.694193548387096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,464.0,20.0,0.75,15,26.0,18.0,0.2,0,0.0,0,0.0,152.83,21.69,0,23.0,13
317.0,62.49,21.18,4.73,3.11,264.0,1.85,93.9,0.6051049504950495,2.15,475.0,4.63,42.52,32.62,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1056.0,8.0,0.0,5,156.0,13.0,0.2,0,0.0,0,0.0,173.0,21.1,3,90.0,5
430.0,62.2,24.3,4.6,3.095097159940209,128.0,0.6184246823956443,94.77242156074014,0.6051049504950495,2.264394973070018,574.0,7.22,52.25,26.42,2.5021542857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.15999999999985,0.71,87.51,0.31,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,429.0,21.0,0.0,13,20.0,18.0,0.026,0,0.0,0,0.0,290.0,30.0,20,25.0,25
960.0,64.48,21.41,5.43,3.095097159940209,288.0,1.5,96.3,0.54,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,960.0,4.0,0.44,9,78.0,13.0,0.2,0,0.0,0,0.0,224.64,17.47,0,22.0,0
1044.0,63.19232142857143,20.94610227272727,4.926579545454546,3.095097159940209,261.0,0.6184246823956443,95.25,0.6051049504950495,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1212.0,8.0,0.5,1,468.0,12.7,0.2,0,0.0,0,0.0,261.0,69.5,2,90.0,6
655.2,66.14,19.688,3.226,3.15,109.0,1.234,96.152,0.878,2.241,164.0,14.45,55.245,37.224,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,953.0,2,273.0,13.0,0.0,6,156.0,13.0,0.22,0,0.0,0,0.0,196.6,22.14,2,80.0,3
500.0,62.6,21.35,4.67,3.1,150.0,1.2,91.2,2.22,2.26,350.0,4.7,54.11,26.51,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,2,960.0,3.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,165.0,9.8,2,80.0,0
828.0,67.3,22.5,2.0,3.16,207.0,0.6184246823956443,94.77242156074014,0.6051049504950495,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,911.0,3.0,0.25,0,0.0,0.0,0.0,0,0.0,0,0.0,224.6,26.4,15,150.0,0
856.5,62.26,21.2,5.43,3.095097159940209,214.1,0.6,92.5,0.4,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1177.5,2.0,0.45,2,120.0,13.0,0.2,0,0.0,0,0.0,184.0,19.7,0,20.0,0
675.0,63.8,20.2,4.3,3.15,69.0,0.3,96.9,0.2,2.24,103.0,16.05,38.03,18.44,2.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,37.08051502145924,36.67463519313304,12.285930735930735,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0,1080.0,5.0,0.0,1,120.0,13.0,0.2,0,0.0,0,0.0,160.0,44.5,5,90.0,1
923.08,59.6,23.3,7.2,3.095097159940209,184.62,1.85,93.9,0.6051049504950495,2.264394973070018,92.31,8.63,42.52,32.62,2.5021542857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.62,5,1015.38,10.0,1.1,0,0.0,0.0,0.0,0,0.0,0,0.0,177.23,16.62,0,20.0,1
1050.0,66.8,20.7,5.2,3.13,350.0,1.95,92.5,0.9,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,678.0,5.0,0.6,0,0.0,0.0,0.0,0,0.0,0,0.0,224.0,42.0,3,80.0,3
850.0,63.19232142857143,20.94610227272727,4.926579545454546,3.095097159940209,260.0,0.6184246823956443,94.77242156074014,0.6051049504950495,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,0.4984183673469388,99.01520737327186,0.2273469387755102,2.694193548387096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,2.0,27.0,3.0,3.6,0.0,0,595.0,4.0,0.42,3,157.0,10.0,0.12,0,0.0,0,0.0,170.0,45.0,9,0.0,2
700.0,62.92,20.1,5.62,3.13,150.0,0.49,92.26,0.89,2.264394973070018,0.0,0.0,0.0,0.0,0.0,100.0,63.150527777777775,3.1099459459459453,0.5255949367088609,2.6236363636363644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,34.2,39.66,12.94,2.897951807228916,0.0,0.0,0.0,0.0,0.0,0.0,0,500.0,26.0,0.0,10,20.0,18.0,0.024,0,0.0,0,0.0,230.0,25.0,0,0.0,13
854.0,62.7,15.4,8.0,3.095097159940209,213.0,1.3,94.2,0.8,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.5,4.1,55.6,1.9235999999999696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,533.5,13.0,0.35,9,234.0,13.0,0.22,0,0.0,0,0.0,167.74,32.0,0,20.0,0
692.0,63.19232142857143,20.94610227272727,4.926579545454546,3.095097159940209,99.7,0.54,94.48,0.27,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.1,0.4984183673469388,99.01520737327186,0.2273469387755102,2.694193548387096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.7,37.08051502145924,36.67463519313304,12.285930735930735,2.897951807228916,0.0,0.0,0.0,0.0,0.0,0.0,0,899.6,4.0,0.0,4,194.0,49.919999999998254,0.15,0,0.0,0,0.0,190.5,36.0,0,20.0,7
564.0,62.92,20.1,5.62,3.13,169.0,0.49,92.26,0.89,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.0,34.2,39.66,12.94,2.897951807228916,0.0,0.0,0.0,0.0,0.0,0.0,0,1099.0,7.0,0.0,6,234.0,6.0,0.15,0,0.0,0,0.0,125.0,44.0,12,210.0,4
800.0,62.49,21.18,4.73,3.11,267.0,1.85,93.9,0.6051049504950495,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1067.0,8.0,0.41,1,78.0,13.0,0.2,0,0.0,0,0.0,175.0,21.3,0,20.0,0
960.0,59.25,24.86,3.74,3.095097159940209,240.0,0.23,98.87,0.01,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,960.0,29.579999999999927,0.26,1,192.0,13.0,0.18,0,0.0,0,0.0,248.0,24.0,0,20.0,0
850.0,65.32,22.8,4.01,3.095097159940209,195.5,0.57,98.86,0.12,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.5,0.21,99.2,0.1,2.694193548387096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.75,11,701.25,4.0,0.3,2,148.75,13.0,0.186,0,0.0,0,0.0,161.5,42.5,0,20.0,3
556.0,65.6,22.0,3.5,3.095097159940209,221.0,0.4,99.8,0.11,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,0.38,99.8,0.11,2.7,238.0,11.3,73.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,953.0,4.0,0.25,0,0.0,0.0,0.0,0,0.0,0,0.0,192.0,13.0,0,20.0,1
888.0,61.74,20.8,4.82,3.095097159940209,222.0,1.54,96.9,0.29,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.8,5,976.8,9.0,0.0,4,156.0,13.0,0.2,0,0.0,0,0.0,190.92,35.52,24,20.0,1
960.0,57.87,17.99,3.88,3.15,240.0,0.45,90.36,0.71,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,771.9,22.0,0.0,8,58.9,30.0,0.3,0,0.0,0,0.0,234.0,45.0,0,22.0,1
833.33,63.19232142857143,20.94610227272727,4.926579545454546,3.095097159940209,208.33,0.6184246823956443,94.77242156074014,0.6051049504950495,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.33,10.52810650887574,73.37312138728323,1.6156213017751475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1150.0,2.0,0.11,0,0.0,0.0,0.0,0,0.0,0,0.0,183.3333333,4.752,0,20.0,1
788.5,61.33,21.01,6.4,3.15,197.1,0.38,96.0,0.25,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.6,5,867.4,3.0,0.25,24,19.4,36.0,0.03,0,0.0,0,0.0,160.3,52.6,2,90.0,1
770.0,62.52,19.66,4.29,3.095097159940209,230.0,0.17,96.31,0.6051049504950495,2.264394973070018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1000.0,6.0,0.0,1,39.0,6.0,0.2,4,5.0,4,0.2,135.5,35.0,0,0.0,3
788.5,61.33,21.01,6.4,3.15,197.1,0.38,96.0,0.25,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.6,5,867.4,14.0,0.4,1,39.5,13.0,0.2,5,7.0,2,0.031,160.3,49.8,2,90.0,12
960.0,59.25,24.86,3.74,3.095097159940209,0.0,0.0,0.0,0.0,0.0,250.0,3.08,55.656399999999955,22.87,2.5021542857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,960.0,12.0,0.0,11,192.0,13.0,0.18,0,0.0,0,0.0,240.0,28.0,0,20.0,11
